id,sheet_tab,original_row_number,source_index,original_url,normalized_url,route_path,category,source_sitemap,priority,sheet_http_status,sheet_response_ms,sheet_status_note,valid_url,external,asset_like,status,duplicate_of
146,Sitemap URLs.csv,147,146,https://qorium.online/solutions/stack/ai-era,https://qorium.online/solutions/stack/ai-era,/solutions/stack/ai-era,Solutions,https://qorium.online/sitemap-stacks.xml,,429,252,Too Many Requests,True,False,False,queued,
147,Sitemap URLs.csv,148,147,https://qorium.online/solutions/stack/aws,https://qorium.online/solutions/stack/aws,/solutions/stack/aws,Solutions,https://qorium.online/sitemap-stacks.xml,,429,230,Too Many Requests,True,False,False,queued,
148,Sitemap URLs.csv,149,148,https://qorium.online/solutions/stack/bfsi,https://qorium.online/solutions/stack/bfsi,/solutions/stack/bfsi,Solutions,https://qorium.online/sitemap-stacks.xml,,429,228,Too Many Requests,True,False,False,queued,
149,Sitemap URLs.csv,150,149,https://qorium.online/solutions/stack/cloud-native,https://qorium.online/solutions/stack/cloud-native,/solutions/stack/cloud-native,Solutions,https://qorium.online/sitemap-stacks.xml,,429,220,Too Many Requests,True,False,False,queued,
150,Sitemap URLs.csv,151,150,https://qorium.online/solutions/stack/embedded-automotive,https://qorium.online/solutions/stack/embedded-automotive,/solutions/stack/embedded-automotive,Solutions,https://qorium.online/sitemap-stacks.xml,,429,352,Too Many Requests,True,False,False,queued,
151,Sitemap URLs.csv,152,151,https://qorium.online/solutions/stack/java,https://qorium.online/solutions/stack/java,/solutions/stack/java,Solutions,https://qorium.online/sitemap-stacks.xml,,429,281,Too Many Requests,True,False,False,queued,
152,Sitemap URLs.csv,153,152,https://qorium.online/solutions/stack/kubernetes,https://qorium.online/solutions/stack/kubernetes,/solutions/stack/kubernetes,Solutions,https://qorium.online/sitemap-stacks.xml,,429,236,Too Many Requests,True,False,False,queued,
153,Sitemap URLs.csv,154,153,https://qorium.online/solutions/stack/oracle,https://qorium.online/solutions/stack/oracle,/solutions/stack/oracle,Solutions,https://qorium.online/sitemap-stacks.xml,,429,256,Too Many Requests,True,False,False,queued,
154,Sitemap URLs.csv,155,154,https://qorium.online/solutions/stack/python,https://qorium.online/solutions/stack/python,/solutions/stack/python,Solutions,https://qorium.online/sitemap-stacks.xml,,429,276,Too Many Requests,True,False,False,queued,
155,Sitemap URLs.csv,156,155,https://qorium.online/solutions/stack/react,https://qorium.online/solutions/stack/react,/solutions/stack/react,Solutions,https://qorium.online/sitemap-stacks.xml,,429,247,Too Many Requests,True,False,False,queued,
156,Sitemap URLs.csv,157,156,https://qorium.online/solutions/stack/salesforce,https://qorium.online/solutions/stack/salesforce,/solutions/stack/salesforce,Solutions,https://qorium.online/sitemap-stacks.xml,,429,303,Too Many Requests,True,False,False,queued,
157,Sitemap URLs.csv,158,157,https://qorium.online/solutions/stack/sap,https://qorium.online/solutions/stack/sap,/solutions/stack/sap,Solutions,https://qorium.online/sitemap-stacks.xml,,429,274,Too Many Requests,True,False,False,queued,
158,Sitemap URLs.csv,159,158,https://qorium.online/solutions/stack/sap-abap,https://qorium.online/solutions/stack/sap-abap,/solutions/stack/sap-abap,Solutions,https://qorium.online/sitemap-stacks.xml,,429,256,Too Many Requests,True,False,False,queued,
159,Sitemap URLs.csv,160,159,https://qorium.online/solutions/stack/sql,https://qorium.online/solutions/stack/sql,/solutions/stack/sql,Solutions,https://qorium.online/sitemap-stacks.xml,,429,220,Too Many Requests,True,False,False,queued,
160,Sitemap URLs.csv,161,160,https://qorium.online/solutions/staffing-firms,https://qorium.online/solutions/staffing-firms,/solutions/staffing-firms,Solutions,https://qorium.online/sitemap.xml,0.8,429,227,Too Many Requests,True,False,False,queued,
161,Sitemap URLs.csv,162,161,https://qorium.online/terms,https://qorium.online/terms,/terms,Terms,https://qorium.online/sitemap.xml,0.8,429,217,Too Many Requests,True,False,False,queued,
162,Sitemap URLs.csv,163,162,https://qorium.online/trust,https://qorium.online/trust,/trust,Trust,https://qorium.online/sitemap.xml,0.8,429,267,Too Many Requests,True,False,False,queued,
163,Sitemap URLs.csv,164,163,https://qorium.online/trust/bias-audit,https://qorium.online/trust/bias-audit,/trust/bias-audit,Trust,https://qorium.online/sitemap.xml,0.8,429,214,Too Many Requests,True,False,False,queued,
164,Sitemap URLs.csv,165,164,https://qorium.online/trust/security,https://qorium.online/trust/security,/trust/security,Trust,https://qorium.online/sitemap.xml,0.8,429,288,Too Many Requests,True,False,False,queued,
165,Sitemap URLs.csv,166,165,https://qorium.online/trust/sub-processors,https://qorium.online/trust/sub-processors,/trust/sub-processors,Trust,https://qorium.online/sitemap.xml,0.8,429,213,Too Many Requests,True,False,False,queued,
166,Sitemap URLs.csv,167,166,https://qorium.online/try,https://qorium.online/try,/try,Try,https://qorium.online/sitemap.xml,0.8,429,267,Too Many Requests,True,False,False,queued,
167,Sitemap URLs.csv,168,167,https://qorium.online/try/graded-answer,https://qorium.online/try/graded-answer,/try/graded-answer,Try,https://qorium.online/sitemap.xml,0.8,429,224,Too Many Requests,True,False,False,queued,
168,Sitemap URLs.csv,169,168,https://qorium.online/try/jd-forge,https://qorium.online/try/jd-forge,/try/jd-forge,Try,https://qorium.online/sitemap.xml,0.8,429,292,Too Many Requests,True,False,False,queued,
